9,12,13,14,15,16,17,code,context,question,fix,answers.all.A,answers.all.B,answers.text,answers.start_index,fact or implied,NP-RC,NP-RC edit,NP-NRC,Correct
Final,5fd4c08a21ae0225a62a0c6d,LC-A-AM,a cab driver spotted the traveller booked the flight.,Who spotted the traveller?,A,a driver,LC-A-AM,a cab driver spotted the traveller booked the flight.,Who spotted the traveller?,,a cab driver,"a cab driver
cab driver",a cab driver,0,F,the traveller booked the flight,the traveller,a cab driver,0
Final,5f74b3a0d780450b219f8616,LC-A-AM,a cab driver spotted the traveller booked the flight.,Who spotted the traveller?,A,cab driver,LC-A-AM,a cab driver spotted the traveller booked the flight.,Who spotted the traveller?,,a cab driver,"a cab driver
cab driver",a cab driver,0,F,the traveller booked the flight,the traveller,a cab driver,1
Final,5fd4c08a21ae0225a62a0c6d,LC-A-A2,the soldier annoyed the general awarded the medal.,What did the general get?,A,the medal,LC-A-A2,the soldier annoyed the general awarded the medal.,What did the general get?,,"awarded the medal
the medal","awarded the medal
the medal
awarded the medal
medal",awarded the medal,32,F,the general awarded the medal,the general,the soldier,1
Final,5f74b3a0d780450b219f8616,LC-A-A2,the soldier annoyed the general awarded the medal.,What did the general get?,A,medal,LC-A-A2,the soldier annoyed the general awarded the medal.,What did the general get?,,"awarded the medal
the medal","awarded the medal
the medal
awarded the medal
medal",awarded the medal,32,F,the general awarded the medal,the general,the soldier,1
Final,5fd4c08a21ae0225a62a0c6d,LC-A-AM,the teacher emailed the principal taught the policy.,Who emailed?,A,the teacher ,LC-A-AM,the teacher emailed the principal taught the policy.,Who emailed?,,the teacher,"the teacher
teacher",the teacher,0,F,the principal taught the policy,the principal,the teacher,1
Final,5f74b3a0d780450b219f8616,LC-A-AM,the teacher emailed the principal taught the policy.,Who emailed?,A,the teacher,LC-A-AM,the teacher emailed the principal taught the policy.,Who emailed?,,the teacher,"the teacher
teacher",the teacher,0,F,the principal taught the policy,the principal,the teacher,1
Final,5fd4c08a21ae0225a62a0c6d,LC-U-AM,the cashier smiled at the child who was bought an ice cream cone.,Who smiled?,A,the cashier,LC-U-AM,the cashier smiled at the child who was bought an ice cream cone.,Who smiled?,,the cashier,"the cashier
cashier",the cashier,0,F,the child who was bought an ice cream cone,the child,the cashier,1
Final,5f74b3a0d780450b219f8616,LC-U-AM,the cashier smiled at the child who was bought an ice cream cone.,Who smiled?,A,the cashier,LC-U-AM,the cashier smiled at the child who was bought an ice cream cone.,Who smiled?,,the cashier,"the cashier
cashier",the cashier,0,F,the child who was bought an ice cream cone,the child,the cashier,1
Final,5fd4c08a21ae0225a62a0c6d,GP-U-AM,the old man who was awarded the prize embraced a friend.,Who embraced a friend?,A,the old man,GP-U-AM,the old man who was awarded the prize embraced a friend.,Who embraced a friend?,,"the old man who was awarded the prize
the old man","the old man who was awarded the prize
the old man
old man who was awarded the prize
old man",the old man,0,F,the old man who was awarded the prize,the old man,a friend,1
Final,5f74b3a0d780450b219f8616,GP-U-AM,the old man who was awarded the prize embraced a friend.,Who embraced a friend?,A,the old man,GP-U-AM,the old man who was awarded the prize embraced a friend.,Who embraced a friend?,,"the old man who was awarded the prize
the old man","the old man who was awarded the prize
the old man
old man who was awarded the prize
old man",the old man,0,F,the old man who was awarded the prize,the old man,a friend,1
Final,5fd4c08a21ae0225a62a0c6d,LC-A-A2,the employees praised the manager prepared the report.,What did the manager get?,A, the report,LC-A-A2,the employees praised the manager prepared the report.,What did the manager get?,,"prepared the report
the report","prepared the report
the report
prepared the report
report",prepared the report,34,F,the manager prepared the report,the manager,the employees,1
Final,5f74b3a0d780450b219f8616,LC-A-A2,the employees praised the manager prepared the report.,What did the manager get?,A,praise,LC-A-A2,the employees praised the manager prepared the report.,What did the manager get?,,"prepared the report
the report","prepared the report
the report
prepared the report
report",prepared the report,34,F,the manager prepared the report,the manager,the employees,0
Final,5fd4c08a21ae0225a62a0c6d,LC-A-A2,the parents thanked the babysitter purchased a gift card.,What did the babysitter get?,A,gift card,LC-A-A2,the parents thanked the babysitter purchased a gift card.,What did the babysitter get?,,"purchased a gift card
a gift card","purchased a gift card
a gift card
purchased a gift card
gift card",purchased a gift card,35,F,the babysitter purchased a gift card,the babysitter,the parents,1
Final,5f74b3a0d780450b219f8616,LC-A-A2,the parents thanked the babysitter purchased a gift card.,What did the babysitter get?,A,gift card,LC-A-A2,the parents thanked the babysitter purchased a gift card.,What did the babysitter get?,,"purchased a gift card
a gift card","purchased a gift card
a gift card
purchased a gift card
gift card",purchased a gift card,35,F,the babysitter purchased a gift card,the babysitter,the parents,1
Final,5fd4c08a21ae0225a62a0c6d,GP-A-PM,the student called a bad name knew the bus driver.,Who was known?,A, the bus driver,GP-A-PM,the student called a bad name knew the bus driver.,Who was known?,,the bus driver,"the bus driver
bus driver",the bus driver,35,F,the student called a bad name,the student,the bus driver,1
Final,5f74b3a0d780450b219f8616,GP-A-PM,the student called a bad name knew the bus driver.,Who was known?,A,driver,GP-A-PM,the student called a bad name knew the bus driver.,Who was known?,,the bus driver,"the bus driver
bus driver",the bus driver,35,F,the student called a bad name,the student,the bus driver,0
Final,5d1cc0603690a90017b7fde9,LC-U-A2,the tourist photographed the girl who was played a song.,What did the girl get?,D,nothing%2c she was playing the song,LC-U-A2,the tourist photographed the girl who was played a song.,What did the girl get?,,"played a song
a song","played a song
a song
played a song
song",played a song,42,F,the girl who was played a song,the girl,the tourist,0
Final,5b29ed150ec82d0001d26cf8,LC-U-A2,the tourist photographed the girl who was played a song.,What did the girl get?,D,a song,LC-U-A2,the tourist photographed the girl who was played a song.,What did the girl get?,,"played a song
a song","played a song
a song
played a song
song",played a song,42,F,the girl who was played a song,the girl,the tourist,1
Final,60f5917414ac7d222d22db64,LC-U-A2,the tourist photographed the girl who was played a song.,What did the girl get?,D,a song,LC-U-A2,the tourist photographed the girl who was played a song.,What did the girl get?,,"played a song
a song","played a song
a song
played a song
song",played a song,42,F,the girl who was played a song,the girl,the tourist,1
Final,6166a0369608888c95f35a74,LC-U-A2,the tourist photographed the girl who was played a song.,What did the girl get?,D,photograph,LC-U-A2,the tourist photographed the girl who was played a song.,What did the girl get?,,"played a song
a song","played a song
a song
played a song
song",played a song,42,F,the girl who was played a song,the girl,the tourist,0
Final,5ea95b161e683e03e9db9ef7,LC-U-A2,the tourist photographed the girl who was played a song.,What did the girl get?,D,a song played for her,LC-U-A2,the tourist photographed the girl who was played a song.,What did the girl get?,,"played a song
a song","played a song
a song
played a song
song",played a song,42,F,the girl who was played a song,the girl,the tourist,0
Final,5d6fc9b0a676c8001aeec9c4,LC-U-A2,the tourist photographed the girl who was played a song.,What did the girl get?,D,her photograph taken,LC-U-A2,the tourist photographed the girl who was played a song.,What did the girl get?,,"played a song
a song","played a song
a song
played a song
song",played a song,42,F,the girl who was played a song,the girl,the tourist,0
Final,602b981a69d3542d219a442c,LC-U-A2,the tourist photographed the girl who was played a song.,What did the girl get?,D,she played a song,LC-U-A2,the tourist photographed the girl who was played a song.,What did the girl get?,,"played a song
a song","played a song
a song
played a song
song",played a song,42,F,the girl who was played a song,the girl,the tourist,0
Final,601941db6605160008690742,LC-U-A2,the tourist photographed the girl who was played a song.,What did the girl get?,D,na,LC-U-A2,the tourist photographed the girl who was played a song.,What did the girl get?,,"played a song
a song","played a song
a song
played a song
song",played a song,42,F,the girl who was played a song,the girl,the tourist,0
Final,5ef8e0fc2ce3c6644665e347,LC-U-A2,the tourist photographed the girl who was played a song.,What did the girl get?,D,photographed.,LC-U-A2,the tourist photographed the girl who was played a song.,What did the girl get?,,"played a song
a song","played a song
a song
played a song
song",played a song,42,F,the girl who was played a song,the girl,the tourist,0
Final,5d1cc0603690a90017b7fde9,LC-A-PE,the parents thanked the babysitter purchased a gift card.,Who got a gift card?,D,babysitter,LC-A-PE,the parents thanked the babysitter purchased a gift card.,Who got a gift card?,,the babysitter,"the babysitter
babysitter",the babysitter,20,F,the babysitter purchased a gift card,the babysitter,the parents,1
Final,5b29ed150ec82d0001d26cf8,LC-A-PE,the parents thanked the babysitter purchased a gift card.,Who got a gift card?,D,the parents,LC-A-PE,the parents thanked the babysitter purchased a gift card.,Who got a gift card?,,the babysitter,"the babysitter
babysitter",the babysitter,20,F,the babysitter purchased a gift card,the babysitter,the parents,0
Final,60f5917414ac7d222d22db64,LC-A-PE,the parents thanked the babysitter purchased a gift card.,Who got a gift card?,D,the parents,LC-A-PE,the parents thanked the babysitter purchased a gift card.,Who got a gift card?,,the babysitter,"the babysitter
babysitter",the babysitter,20,F,the babysitter purchased a gift card,the babysitter,the parents,0
Final,6166a0369608888c95f35a74,LC-A-PE,the parents thanked the babysitter purchased a gift card.,Who got a gift card?,D,babysitter,LC-A-PE,the parents thanked the babysitter purchased a gift card.,Who got a gift card?,,the babysitter,"the babysitter
babysitter",the babysitter,20,F,the babysitter purchased a gift card,the babysitter,the parents,1
Final,5ea95b161e683e03e9db9ef7,LC-A-PE,the parents thanked the babysitter purchased a gift card.,Who got a gift card?,D,the babysitter%0a,LC-A-PE,the parents thanked the babysitter purchased a gift card.,Who got a gift card?,,the babysitter,"the babysitter
babysitter",the babysitter,20,F,the babysitter purchased a gift card,the babysitter,the parents,0
Final,5d6fc9b0a676c8001aeec9c4,LC-A-PE,the parents thanked the babysitter purchased a gift card.,Who got a gift card?,D,the babysitter,LC-A-PE,the parents thanked the babysitter purchased a gift card.,Who got a gift card?,,the babysitter,"the babysitter
babysitter",the babysitter,20,F,the babysitter purchased a gift card,the babysitter,the parents,1
Final,602b981a69d3542d219a442c,LC-A-PE,the parents thanked the babysitter purchased a gift card.,Who got a gift card?,D,the babysitter,LC-A-PE,the parents thanked the babysitter purchased a gift card.,Who got a gift card?,,the babysitter,"the babysitter
babysitter",the babysitter,20,F,the babysitter purchased a gift card,the babysitter,the parents,1
Final,601941db6605160008690742,LC-A-PE,the parents thanked the babysitter purchased a gift card.,Who got a gift card?,D,parents,LC-A-PE,the parents thanked the babysitter purchased a gift card.,Who got a gift card?,,the babysitter,"the babysitter
babysitter",the babysitter,20,F,the babysitter purchased a gift card,the babysitter,the parents,0
Final,5ef8e0fc2ce3c6644665e347,LC-A-PE,the parents thanked the babysitter purchased a gift card.,Who got a gift card?,D,the babysitter.,LC-A-PE,the parents thanked the babysitter purchased a gift card.,Who got a gift card?,,the babysitter,"the babysitter
babysitter",the babysitter,20,F,the babysitter purchased a gift card,the babysitter,the parents,1
Final,5d1cc0603690a90017b7fde9,LC-U-A2,a professor talked to the student who was found a scholarship.,What did the student get?,D,a scholarship,LC-U-A2,a professor talked to the student who was found a scholarship.,What did the student get?,,"found a scholarship
a scholarship","found a scholarship
a scholarship
found a scholarship
scholarship",found a scholarship,42,F,the student who was found a scholarship,the student,a professor,1
