code,context,question,fix,answers.all.A,answers.all.B,answers.text,answers.start_index,fact or implied,NP-RC,NP-RC edit,NP-NRC
GP-A-A1,the chef presented the new knife greeted the audience.,What did the chef do?,,greeted the audience,"greeted the audience
greeted",greeted the audience,33,F,the chef presented the new knife,the chef,the audience
LC-A-AM,the audience greeted the chef presented the new knife.,Who greeted the chef?,,the audience,"the audience
audience",the audience,0,F,the chef presented the new knife,the chef,the audience
LC-A-PM,the audience greeted the chef presented the new knife.,Who was greeted?,,"the chef presented the new knife
the chef","the chef presented the new knife
the chef
chef presented the new knife
chef",the chef,21,F,the chef presented the new knife,the chef,the audience
LC-A-PE,the audience greeted the chef presented the new knife.,Who got a new knife?,,the chef,"the chef
chef",the chef,21,F,the chef presented the new knife,the chef,the audience
LC-A-A1,the audience greeted the chef presented the new knife.,What did the audience do?,"x
do -> get","greeted the chef
the chef","greeted the chef
greeted the chef presented the new knife
greeted",greeted the chef,13,F,the chef presented the new knife,the chef,the audience
LC-A-A2,several surgeons assisted the doctor delivered the donor organ.,What did the doctor get?,,"delivered the donor organ
the donor organ","delivered the donor organ
the donor organ
delivered the donor organ
donor organ",delivered the donor organ,37,F,the doctor delivered the donor organ,the doctor,several surgeons
GP-A-AM,the chef presented the new knife greeted the audience.,Who greeted the audience?,,"the chef presented the new knife
the chef","the chef presented the new knife
the chef
chef presented the new knife
chef",the chef,0,F,the chef presented the new knife,the chef,the audience
GP-U-AM,the chef who was presented the new knife greeted the audience.,Who greeted the audience?,,"the chef who was presented the new knife
the chef","the chef who was presented the new knife
the chef
chef who was presented the new knife
chef",the chef,0,F,the chef who was presented the new knife,the chef,the audience
GP-U-PM,the chef who was presented the new knife greeted the audience.,Who was greeted?,,the audience,"the audience
audience",the audience,49,F,the chef who was presented the new knife,the chef,the audience
GP-U-PE,the chef who was presented the new knife greeted the audience.,Who got a new knife?,,"the chef who was presented the new knife
the chef","the chef who was presented the new knife
the chef
chef who was presented the new knife
chef",the chef,0,F,the chef who was presented the new knife,the chef,the audience
GP-U-A1,the chef who was presented the new knife greeted the audience.,What did the chef do?,,greeted the audience,"greeted the audience
greeted",greeted the audience,41,F,the chef who was presented the new knife,the chef,the audience
LC-U-AM,the audience greeted the chef who was presented the new knife.,Who greeted the chef?,,the audience,"the audience
audience",the audience,0,F,the chef who was presented the new knife,the chef,the audience
LC-U-PM,the audience greeted the chef who was presented the new knife.,Who was greeted?,,"the chef who was presented the new knife
the chef","the chef who was presented the new knife
the chef
chef who was presented the new knife
chef",the chef,21,F,the chef who was presented the new knife,the chef,the audience
LC-U-PE,the audience greeted the chef who was presented the new knife.,Who got a new knife?,,the chef,"the chef
chef",the chef,21,F,the chef who was presented the new knife,the chef,the audience
LC-U-A1,the audience greeted the chef who was presented the new knife.,What did the audience do?,"x
do -> get","greeted the chef
the chef","greeted the chef
greeted the chef who was presented the new knife
greeted",greeted the chef,13,F,the chef who was presented the new knife,the chef,the audience
LC-U-A2,the audience greeted the chef who was presented the new knife.,What did the chef get?,"x
get -> do","the new knife
the new knife","the new knife
the new knife
new knife
new knife
presented the new knife",the new knife,48,F,the chef who was presented the new knife,the chef,the audience
GP-A-PM,the child bought an ice cream cone smiled at the cashier.,Who was smiled at?,,the cashier,"the cashier
cashier",the cashier,45,F,the child bought an ice cream cone,the child,the cashier
GP-A-PE,the child bought an ice cream cone smiled at the cashier.,Who got an ice cream cone?,,"the child bought an ice cream cone
the child","the child bought an ice cream cone
the child
child bought an ice cream cone
child",the child,0,F,the child bought an ice cream cone,the child,the cashier
GP-A-A1,the child bought an ice cream cone smiled at the cashier.,What did the child do?,,smiled at the cashier,"smiled at the cashier
smiled",smiled at the cashier,35,F,the child bought an ice cream cone,the child,the cashier
GP-A-AM,the child bought an ice cream cone smiled at the cashier.,Who smiled?,,"the child bought an ice cream cone
the child","the child bought an ice cream cone
the child
child bought an ice cream cone
child",the child,0,F,the child bought an ice cream cone,the child,the cashier
GP-A-PM,the child read a story hugged the nanny.,Who was hugged?,,the nanny,"the nanny
nanny",the nanny,30,F,the child read a story,the child,the nanny
GP-A-PE,the child read a story hugged the nanny.,Who was read a story?,,"the child read a story
the child","the child read a story
the child
child read a story
child",the child,0,F,the child read a story,the child,the nanny
GP-A-A1,the child read a story hugged the nanny.,What did the child do?,,hugged the nanny,"hugged the nanny
hugged",hugged the nanny,23,F,the child read a story,the child,the nanny
LC-A-AM,the nanny hugged the child read a story.,Who gave a hug?,,the nanny,"the nanny
nanny",the nanny,0,F,the child read a story,the child,the nanny
LC-A-PM,the nanny hugged the child read a story.,Who was hugged?,,"the child read a story
the child","the child read a story
the child
child read a story
child",the child,17,F,the child read a story,the child,the nanny
LC-A-PE,the nanny hugged the child read a story.,Who was read a story?,,the child,"the child
child",the child,17,F,the child read a story,the child,the nanny
LC-A-A1,the nanny hugged the child read a story.,What did the nanny do?,"x
do -> get","hugged the child
the child","hugged the child
hugged the child read a story
hugged",hugged the child,10,F,the child read a story,the child,the nanny
LC-A-A2,the soldier annoyed the general awarded the medal.,What did the general get?,,"awarded the medal
the medal","awarded the medal
the medal
awarded the medal
medal",awarded the medal,32,F,the general awarded the medal,the general,the soldier
GP-A-AM,the child read a story hugged the nanny.,Who gave a hug?,,"the child read a story
the child","the child read a story
the child
child read a story
child",the child,0,F,the child read a story,the child,the nanny
GP-A-PM,the child saved a front row seat surprised the clown.,Who was surprised?,,the clown,"the clown
clown",the clown,43,F,the child saved a front row seat,the child,the clown
GP-A-PE,the child saved a front row seat surprised the clown.,Who was saved a front row seat?,,"the child saved a front row seat
the child","the child saved a front row seat
the child
child saved a front row seat
child",the child,0,F,the child saved a front row seat,the child,the clown
GP-A-A1,the child saved a front row seat surprised the clown.,What did the child do?,,surprised the clown,"surprised the clown
surprised",surprised the clown,33,F,the child saved a front row seat,the child,the clown
LC-A-AM,the clown surprised the child saved a front row seat.,Who surprised the child?,,the clown,"the clown
clown",the clown,0,F,the child saved a front row seat,the child,the clown
LC-A-PM,the clown surprised the child saved a front row seat.,Who was surprised?,,"the child saved a front row seat
the child","the child saved a front row seat
the child
child saved a front row seat
child",the child,20,F,the child saved a front row seat,the child,the clown
LC-A-PE,the clown surprised the child saved a front row seat.,Who was saved a front row seat?,,the child,"the child
child",the child,20,F,the child saved a front row seat,the child,the clown
LC-A-A2,the carnival worker ignored the girl won a stuffed bear.,What did the girl get?,,"won a stuffed bear
a stuffed bear","won a stuffed bear
a stuffed bear
won a stuffed bear
stuffed bear",won a stuffed bear,37,F,the girl won a stuffed bear,the girl,the carnival worker
LC-A-A1,the clown surprised the child saved a front row seat.,What did the clown do?,,"surprised the child
surprised the child saved a front row seat","surprised the child
surprised the child saved a front row seat
surprised",surprised the child,10,F,the child saved a front row seat,the child,the clown
GP-A-AM,the child saved a front row seat surprised the clown.,Who surprised the clown?,,"the child saved a front row seat
the child","the child saved a front row seat
the child
child saved a front row seat
child",the child,0,F,the child saved a front row seat,the child,the clown
GP-U-AM,the child who was bought an ice cream cone smiled at the cashier.,Who smiled?,,"the child who was bought an ice cream cone
the child","the child who was bought an ice cream cone
the child
child who was bought an ice cream cone
child",the child,0,F,the child who was bought an ice cream cone,the child,the cashier
GP-U-PM,the child who was bought an ice cream cone smiled at the cashier.,Who was smiled at?,,the cashier,"the cashier
cashier",the cashier,53,F,the child who was bought an ice cream cone,the child,the cashier
GP-U-PE,the child who was bought an ice cream cone smiled at the cashier.,Who got an ice cream cone?,,"the child who was bought an ice cream cone
the child","the child who was bought an ice cream cone
the child
child who was bought an ice cream cone
child",the child,0,F,the child who was bought an ice cream cone,the child,the cashier
GP-U-A1,the child who was bought an ice cream cone smiled at the cashier.,What did the child do?,,smiled at the cashier,"smiled at the cashier
smiled",smiled at the cashier,43,F,the child who was bought an ice cream cone,the child,the cashier
GP-U-AM,the child who was read a story hugged the nanny.,Who gave a hug?,,"the child who was read a story
the child","the child who was read a story
the child
child who was read a story
child",the child,0,F,the child who was read a story,the child,the nanny
GP-U-PM,the child who was read a story hugged the nanny.,Who was hugged?,,the nanny,"the nanny
nanny",the nanny,38,F,the child who was read a story,the child,the nanny
GP-U-PE,the child who was read a story hugged the nanny.,Who was read a story?,,"the child who was read a story
the child","the child who was read a story
the child
child who was read a story
child",the child,0,F,the child who was read a story,the child,the nanny
