Code,Context,Question,Answer,Model_Ans,Score,Correct
GP-A-A2,the doctor delivered the donor organ assisted several surgeons.,What did the doctor get?,"delivered the donor organ
the donor organ
delivered the donor organ
donor organ",donor organ,0.00298120453953743,1
GP-A-A2,the general awarded the medal annoyed the soldier.,What did the general get?,"awarded the medal
the medal
awarded the medal
medal",the medal,0.3286880850791931,1
GP-A-A2,the girl passed a note tattled on the classmate.,What did the girl get?,"passed a note
a note
passed a note
note",a note,0.08902561664581299,1
GP-A-A2,the girl played a song photographed the tourist.,What did the girl get?,"played a song
a song
played a song
song",a song photographed the tourist,0.06981594115495682,0
GP-A-A2,the girl won a stuffed bear ignored the carnival worker.,What did the girl get?,"won a stuffed bear
a stuffed bear
won a stuffed bear
stuffed bear",stuffed bear,0.44347041845321655,1
GP-A-A2,the golfer cooked a special meal toasted the host.,What did the golfer get?,"cooked a special meal
a special meal
cooked a special meal
special meal",a special meal,0.1434883028268814,1
GP-A-A2,the hobo cut a slice of cheese despised the beggar.,What did the hobo get?,"cut a slice of cheese
a slice of cheese
cut a slice of cheese
slice of cheese",cut a slice of cheese,0.27129653096199036,1
GP-A-A2,the inspector paid a fee argued with the fireman.,What did the inspector get?,"paid a fee
a fee
paid a fee
fee",a fee,0.08550048619508743,1
GP-A-A2,the instructor submitted the plagiarized papers visited the dean.,What did the instructor get?,"submitted the plagiarized papers
the plagiarized papers
submitted the plagiarized papers
plagiarized papers",plagiarized papers,0.0060214754194021225,1
GP-A-A2,the manager prepared the report praised the employees.,What did the manager get?,"prepared the report
the report
prepared the report
report",praised the employees,0.00015427099424414337,0
GP-A-A2,the millionaire sculpted a statue bragged to the banker.,What did the millionaire get?,"sculpted a statue
a statue
sculpted a statue
statue",a statue bragged to the banker.,0.004210540559142828,0
GP-A-A2,the neighbour crocheted a blanket envied the mailman.,What did the neighbour get?,"crocheted a blanket
a blanket
crocheted a blanket
blanket",a blanket,0.7590734362602234,1
GP-A-A2,the old man awarded the prize embraced a friend.,What did the old get?,"awarded the prize
the prize
awarded the prize
prize",awarded the prize,0.005680660251528025,1
GP-A-A2,the pack leader knitted a scarf thanked the boy scout.,What did the pack get?,"knitted a scarf
a scarf
knitted a scarf
scarf",a scarf,0.0009329736931249499,1
GP-A-A2,the player tossed the ball interfered with the other team.,What did the player get?,"tossed the ball
the ball
tossed the ball
ball",tossed the ball interfered with the other team.,0.0034746502060443163,0
GP-A-A2,the priest mailed a request telephoned the cardinal.,What did the priest get?,"mailed a request
a request
mailed a request
request",a request,0.007176067214459181,1
GP-A-A2,the principal taught the policy emailed the teacher.,What did the principal get?,"taught the policy
the policy
taught the policy
policy",policy emailed the teacher,0.0009281739476136863,0
GP-A-A2,the prisoner procured a weekend pass whispered to the guard.,What did the prisoner get?,"procured a weekend pass
a weekend pass
procured a weekend pass
weekend pass",a weekend pass whispered to the guard.,0.17440596222877502,0
GP-A-A2,the reporter told the rumour yelled at the witness.,What did the reporter get?,"told the rumour
the rumour
told the rumour
rumour",witness,0.01607329398393631,0
GP-A-A2,the scientist shipped critical supplies admired the tribesmen.,What did the scientist get?,"shipped critical supplies
critical supplies",shipped critical supplies admired the tribesmen,0.010957522317767143,0
GP-A-A2,the secretary poured a beer chatted up the lawyer.,What did the secretary get?,"poured a beer
a beer
poured a beer
beer",beer,0.21512088179588318,1
GP-A-A2,the settlers built a log cabin thanked the neighbours.,What did the settlers get?,"built a log cabin
a log cabin
built a log cabin
log cabin",a log cabin thanked the neighbours,0.0028137778863310814,0
GP-A-A2,the spy served a dry martini watched the villain.,What did the spy get?,"served a dry martini
a dry martini
served a dry martini
dry martini",a dry martini watched the villain.,0.1827262043952942,0
GP-A-A2,the student baked a cake called the roommate.,What did the student get?,"baked a cake
a cake
baked a cake
cake",cake,0.3763981759548187,1
GP-A-A2,the student called a bad name knew the bus driver.,What did the student get?,"called a bad name
a bad name
called a bad name
bad name",called a bad name,0.005688641220331192,1
GP-A-A2,the student found a scholarship talked to a professor.,What did the student get?,"found a scholarship
a scholarship
found a scholarship
scholarship",a scholarship,0.869207501411438,1
GP-A-A2,the teenager burned a cd smiled at the cheerleader.,What did the teenager get?,"burned a cd
a cd
burned a cd
cd",burned a cd smiled at the cheerleader,0.4286624789237976,0
GP-A-A2,the traveller booked the flight spotted a cab driver.,What did the traveller get?,"booked the flight
the flight
booked the flight
flight",a cab driver,0.4115135669708252,0
GP-A-A2,the woman offered a free drink winked at the bartender.,What did the woman get?,"offered a free drink
a free drink
offered a free drink
free drink",free,0.22760961949825287,0
GP-A-A2,the woman painted the portrait waved at the mayor.,What did the woman get?,"painted the portrait
the portrait
painted the portrait
portrait",waved at the mayor,0.05112336203455925,0
GP-U-A2,the babysitter who was purchased a gift card thanked the parents.,What did the babysitter get?,"purchased a gift card
a gift card
purchased a gift card
gift card",a gift card,0.6825839281082153,1
GP-U-A2,the boy who was sent an invitation hugged the tutor.,What did the boy get?,"an invitation
sent an invitation
an invitation",an invitation,0.05803530290722847,1
GP-U-A2,the boyfriend who was left a voicemail distrusted the girlfriend.,What did the boyfriend get?,"left a voicemail
a voicemail
left a voicemail
voicemail",left a voicemail,2.9191814974183217e-05,1
GP-U-A2,the brit who was served the first ace defeated the italian.,What did the brit get?,"served the first ace
served the first ace
the first ace
first ace",the first ace,0.625741720199585,1
GP-U-A2,the chef who was presented the new knife greeted the audience.,What did the chef get?,"the new knife
the new knife
new knife
new knife
presented the new knife",the new knife,0.6738031506538391,1
GP-U-A2,the child who was bought an ice cream cone smiled at the cashier.,What did the child get?,"bought an ice cream cone
an ice cream cone",an ice cream cone,0.7758015394210815,1
GP-U-A2,the child who was read a story hugged the nanny.,What did the child get?,"read a story
read a story
a story
story",the child who was read a story hugged the nanny,0.05806080996990204,0
GP-U-A2,the child who was saved a front row seat surprised the clown.,What did the child get?,"saved a front row seat
a front row seat
saved a front row seat
front row seat",saved a front row seat,0.1943325400352478,1
GP-U-A2,the colonel who was granted leave phoned a travel agent.,What did the colonel get?,"granted leave
leave",granted leave,0.017951060086488724,1
GP-U-A2,the dispatcher who was handed a pink slip worried about the driver.,What did the dispatcher get?,"handed a pink slip
a pink slip
handed a pink slip
pink slip",a pink slip,0.6304169297218323,1
GP-U-A2,the doctor who was delivered the donor organ assisted several surgeons.,What did the doctor get?,"delivered the donor organ
the donor organ
delivered the donor organ
donor organ",donor organ,0.011259767226874828,1
GP-U-A2,the general who was awarded the medal annoyed the soldier.,What did the general get?,"awarded the medal
the medal
awarded the medal
medal",the medal,0.7440282702445984,1
GP-U-A2,the girl who was passed a note tattled on the classmate.,What did the girl get?,"passed a note
a note
passed a note
note",a note,0.40183696150779724,1
GP-U-A2,the girl who was played a song photographed the tourist.,What did the girl get?,"played a song
a song
played a song
song",a song photographed the tourist,0.12966793775558472,0
GP-U-A2,the girl who was won a stuffed bear ignored the carnival worker.,What did the girl get?,"won a stuffed bear
a stuffed bear
won a stuffed bear
stuffed bear",a stuffed bear,0.7330641150474548,1
GP-U-A2,the golfer who was cooked a special meal toasted the host.,What did the golfer get?,"cooked a special meal
a special meal
cooked a special meal
special meal",a special meal,0.5846351981163025,1
GP-U-A2,the hobo who was cut a slice of cheese despised the beggar.,What did the hobo get?,"cut a slice of cheese
a slice of cheese
cut a slice of cheese
slice of cheese",cut a slice of cheese,0.47099506855010986,1
GP-U-A2,the inspector who was paid a fee argued with the fireman.,What did the inspector get?,"paid a fee
a fee
paid a fee
fee",paid a fee,0.6624103784561157,1
GP-U-A2,the instructor who was submitted the plagiarized papers visited the dean.,What did the instructor get?,"submitted the plagiarized papers
the plagiarized papers
submitted the plagiarized papers
plagiarized papers",the plagiarized papers,0.031182054430246353,1
GP-U-A2,the manager who was prepared the report praised the employees.,What did the manager get?,"prepared the report
the report
prepared the report
report",praised the employees,0.008528051897883415,0
GP-U-A2,the millionaire who was sculpted a statue bragged to the banker.,What did the millionaire get?,"sculpted a statue
a statue
sculpted a statue
statue",sculpted a statue,0.025828877463936806,1
GP-U-A2,the neighbour who was crocheted a blanket envied the mailman.,What did the neighbour get?,"crocheted a blanket
a blanket
crocheted a blanket
blanket",a blanket,0.4350106716156006,1
GP-U-A2,the old man who was awarded the prize embraced a friend.,What did the old get?,"awarded the prize
the prize
awarded the prize
prize",awarded the prize,0.0006029540672898293,1
GP-U-A2,the pack leader who was knitted a scarf thanked the boy scout.,What did the pack get?,"knitted a scarf
a scarf
knitted a scarf
scarf",a scarf,0.006709065288305283,1
GP-U-A2,the player who was tossed the ball interfered with the other team.,What did the player get?,"tossed the ball
the ball
tossed the ball
ball",interfered with the other team.,0.00100541184656322,0
GP-U-A2,the priest who was mailed a request telephoned the cardinal.,What did the priest get?,"mailed a request
a request
mailed a request
request",a request,0.21435625851154327,1
GP-U-A2,the principal who was taught the policy emailed the teacher.,What did the principal get?,"taught the policy
the policy
taught the policy
policy",emailed the teacher,0.0002932072093244642,0
GP-U-A2,the prisoner who was procured a weekend pass whispered to the guard.,What did the prisoner get?,"procured a weekend pass
a weekend pass
procured a weekend pass
weekend pass",a weekend pass,0.8304396271705627,1
GP-U-A2,the reporter who was told the rumour yelled at the witness.,What did the reporter get?,"told the rumour
the rumour
told the rumour
rumour",yelled at the witness.,0.0002023690758505836,0
GP-U-A2,the scientist who was shipped critical supplies admired the tribesmen.,What did the scientist get?,"shipped critical supplies
critical supplies",shipped critical supplies,0.04880833998322487,1
GP-U-A2,the secretary who was poured a beer chatted up the lawyer.,What did the secretary get?,"poured a beer
a beer
poured a beer
beer",beer,0.4698020815849304,1
GP-U-A2,the settlers who were built a log cabin thanked the neighbours.,What did the settlers get?,"built a log cabin
a log cabin
built a log cabin
log cabin",a log cabin,0.05120113492012024,1
GP-U-A2,the spy who was served a dry martini watched the villain.,What did the spy get?,"served a dry martini
a dry martini
served a dry martini
dry martini",a dry martini,0.44580215215682983,1
GP-U-A2,the student who was baked a cake called the roommate.,What did the student get?,"baked a cake
a cake
baked a cake
cake",a cake,0.25413593649864197,1
GP-U-A2,the student who was called a bad name knew the bus driver.,What did the student get?,"called a bad name
a bad name
called a bad name
bad name",a bad name,0.005957139655947685,1
GP-U-A2,the student who was found a scholarship talked to a professor.,What did the student get?,"found a scholarship
a scholarship
found a scholarship
scholarship",a scholarship,0.8727459907531738,1
GP-U-A2,the teenager who was burned a cd smiled at the cheerleader.,What did the teenager get?,"burned a cd
a cd
burned a cd
cd",burned,0.1215595006942749,0
GP-U-A2,the traveller who was booked the flight spotted a cab driver.,What did the traveller get?,"booked the flight
the flight
booked the flight
flight",a cab driver,0.5229953527450562,0
GP-U-A2,the woman who was offered a free drink winked at the bartender.,What did the woman get?,"offered a free drink
a free drink
offered a free drink
free drink",a free drink,0.6045968532562256,1
GP-U-A2,the woman who was painted the portrait waved at the mayor.,What did the woman get?,"painted the portrait
the portrait
painted the portrait
portrait",waved at the mayor,0.14476953446865082,0
